Solution,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA
146,0.152469,1,0.252298,0.117106,0.043811,1.022115,0.013508,0.077812,0.025714,0.052808,0.016178,3.309052,1.014759,2.550943,1.97039,0.137056,0.098526,0.082415,0.425491
147,0.127019,1,0.241725,0.092774,0.001499,0.960058,0.061511,0.007236,0.026386,0.036384,0.029492,0.17712,2.379278,1.304814,0.306991,0.139695,0.075287,0.075464,0.408717
148,0.145081,1,0.258793,0.119968,0.033813,1.032238,0.018011,0.074186,0.009749,0.076829,0.025855,1.538368,2.92447,2.107204,0.169529,0.083165,0.133891,0.053253,0.393446
149,0.12081,1,0.28537,0.094393,0.040504,1.022538,0.03828,0.062296,0.002759,0.040122,0.029844,3.914094,0.617125,0.8763,1.770958,0.112328,0.081713,0.04254,0.358765
150,0.143113,1,0.284294,0.052169,0.025204,0.968792,0.055768,0.01034,0.061719,0.031819,0.046485,1.018839,3.855888,0.105094,1.32059,0.114685,0.135367,0.066329,0.386441
151,0.145678,1,0.265447,0.0729,0.008436,1.013093,0.009557,0.019291,0.041717,0.039676,0.052574,0.426343,3.802814,2.166081,0.178683,0.126294,0.071572,0.053037,0.417642
152,0.096694,1,0.248776,0.089782,0.002285,1.024106,0.013945,0.027907,0.057987,0.041915,0.005938,2.976461,3.512625,2.329912,2.450233,0.118354,0.104162,0.084372,0.375534
153,0.086825,1,0.276535,0.076257,0.031297,0.992821,0.034951,0.074499,0.033088,0.041223,0.041559,1.574134,1.982057,0.144454,2.036648,0.070106,0.073571,0.058883,0.385335
154,0.140377,1,0.242969,0.114128,0.04073,0.961778,0.033001,0.050301,0.028655,0.026302,0.056317,1.474823,4.168219,2.836785,2.407203,0.087396,0.057332,0.054102,0.389511
155,0.070456,1,0.296103,0.108372,0.005858,0.989845,0.040331,0.048876,0.045465,0.071485,0.035739,3.449386,1.327883,2.163348,0.593429,0.137869,0.06158,0.013011,0.40536
156,0.125178,1,0.277454,0.101635,0.042041,0.997037,0.044469,0.039998,0.037846,0.056008,0.040707,1.051343,1.659285,2.433334,2.190566,0.104828,0.134092,0.020368,0.40555
157,0.076869,1,0.245047,0.092231,0.039981,0.969483,0.058749,0.039921,0.055648,0.006961,0.035185,2.053926,4.080918,2.429414,2.310243,0.081083,0.069189,0.030697,0.392809
158,0.10511,1,0.254799,0.071181,0.011454,0.970007,0.014089,0.051964,0.019019,0.035561,0.041695,0.447653,4.018298,2.301504,0.199837,0.065438,0.072394,0.026824,0.359855
159,0.134826,1,0.247528,0.073672,0.020563,0.961907,0.046035,0.07695,0.05986,0.082041,0.032072,0.913911,4.590482,0.787699,0.256178,0.068257,0.108323,0.087481,0.388595
160,0.070625,1,0.286181,0.119831,0.003448,0.984624,0.035902,0.028676,0.035804,0.031646,0.036548,0.891855,3.317474,1.688316,0.576988,0.120352,0.102779,0.064763,0.39572
161,0.13794,1,0.250289,0.110518,0.047465,0.980714,0.053821,0.061642,0.03363,0.031362,0.053969,2.189418,1.943494,2.687454,1.437693,0.091131,0.098584,0.073234,0.404947
162,0.151621,1,0.277248,0.095221,0.007042,1.014203,0.028437,0.025851,0.017339,0.063774,0.027203,2.630526,2.614786,3.028757,0.845386,0.127577,0.103659,0.043255,0.401172
163,0.085011,1,0.239367,0.103768,0.044969,0.99672,0.065226,0.075826,0.015319,0.064138,0.000358,2.762907,1.742969,3.314716,0.120581,0.096029,0.133151,0.074636,0.396409
164,0.078373,1,0.278094,0.056591,0.048323,0.977344,0.012112,0.052129,0.035375,0.060617,0.02647,1.064396,1.872453,2.468007,2.611032,0.100317,0.12205,0.039252,0.426905
165,0.11636,1,0.269084,0.091741,0.031707,1.006442,0.074147,0.003544,0.039734,0.068102,0.045015,1.577968,2.229613,3.060148,0.43451,0.107979,0.063504,0.041699,0.390004
166,0.127699,1,0.283695,0.129341,0.02766,0.950084,0.049167,0.011311,0.048724,0.073228,0.010555,1.01008,1.976285,1.952517,0.261641,0.10112,0.107021,0.080304,0.37883
167,0.121768,1,0.263485,0.08623,0.032235,1.00619,0.019628,0.021528,0.022773,0.079936,0.038874,0.543205,2.0903,1.45111,0.411635,0.07548,0.065066,0.013489,0.354225
168,0.119601,1,0.249325,0.130272,0.045425,0.998614,0.044661,0.034378,0.010871,0.008088,0.025426,2.297846,2.98261,0.19706,2.823538,0.136407,0.105969,0.063055,0.409523
169,0.149165,1,0.261856,0.092109,0.034012,0.958509,0.058448,0.060385,0.001134,0.079823,0.060409,3.282628,2.211492,2.556985,1.848662,0.100576,0.092861,0.067877,0.397279
170,0.064289,1,0.284885,0.08269,0.015573,0.966771,0.022522,0.044044,0.002885,0.0135,0.00389,3.432383,3.188709,0.291165,1.409719,0.136987,0.110476,0.069787,0.385786
171,0.11431,1,0.301218,0.130129,0.054824,0.949615,0.017011,0.044731,0.00702,0.013017,0.001768,3.230668,2.517529,2.13863,2.124989,0.105728,0.101945,0.03179,0.400277
172,0.107996,1,0.255436,0.051562,0.033779,0.953845,0.069473,0.001985,0.036836,0.009453,0.014525,0.173535,4.552804,3.236422,0.112161,0.111773,0.098111,0.077203,0.419461
173,0.148314,1,0.228184,0.062079,0.04918,0.961272,0.067624,0.028275,0.054538,0.065874,0.058597,0.59425,1.622811,0.272558,2.099486,0.102954,0.092341,0.052848,0.413615
174,0.135011,1,0.262006,0.07679,0.004922,1.036655,0.023119,0.078666,0.043745,0.010495,0.012321,2.78127,3.100843,2.803237,0.482587,0.081791,0.104412,0.061417,0.426391
175,0.069265,1,0.288489,0.051758,0.007776,0.977409,0.031062,0.046933,0.050914,0.011549,0.017943,1.827384,3.428857,0.807726,0.927396,0.118268,0.05712,0.0367,0.374542
176,0.091401,1,0.272289,0.118907,0.038062,0.998388,0.011437,0.073736,0.011913,0.031734,0.010483,1.24436,2.892408,1.207976,1.935569,0.13932,0.065967,0.064272,0.377701
177,0.118402,1,0.26116,0.128723,0.061367,0.961197,0.017082,0.017395,0.060823,0.03039,0.008041,2.454445,2.38646,0.791198,2.478754,0.125274,0.084437,0.031123,0.419995
178,0.149394,1,0.304932,0.083558,0.016961,1.032992,0.047281,0.044586,0.025142,0.073972,0.008541,3.279018,3.979186,2.26126,1.984102,0.065993,0.089827,0.033611,0.384443
179,0.113368,1,0.224805,0.135544,0.008693,0.955627,0.062778,0.042941,0.056489,0.069598,0.046249,2.742152,4.401843,1.395698,1.192332,0.126643,0.104443,0.056418,0.408442
180,0.101615,1,0.271712,0.117727,0.042411,0.977884,0.028984,0.064726,0.006483,0.007497,0.012045,1.693019,2.49531,0.231671,2.578998,0.070396,0.082263,0.015878,0.420605
181,0.116274,1,0.220596,0.057063,0.04464,0.977076,0.037301,0.072963,0.001544,0.082395,0.005224,2.875203,3.500412,2.313961,1.026218,0.116262,0.117323,0.012324,0.361085
182,0.070233,1,0.247221,0.114266,0.058885,0.954756,0.065472,0.031862,0.065713,0.012851,0.047828,0.359211,1.025459,1.335676,0.753947,0.124555,0.05663,0.09127,0.383678
183,0.064841,1,0.240599,0.136011,0.062099,1.010209,0.065705,0.059294,0.012607,0.043294,0.028212,0.989109,0.890016,2.4005,0.148723,0.067761,0.129967,0.056828,0.424727
184,0.117088,1,0.248208,0.087182,0.030005,0.955018,0.048338,0.035973,0.064105,0.053861,0.008956,0.556535,3.569284,0.928446,2.081837,0.086445,0.076037,0.047641,0.411394
185,0.102811,1,0.306641,0.134399,0.027523,0.95998,0.020686,0.065349,0.031729,0.006416,0.020904,2.528099,1.135876,1.8068,1.273446,0.102265,0.12169,0.017116,0.37515
186,0.070043,1,0.230479,0.059837,0.030126,1.036909,0.073649,0.065815,0.066225,0.044717,0.034682,2.071298,1.340329,1.956629,1.440789,0.071074,0.121191,0.056619,0.377791
187,0.104851,1,0.229343,0.099135,0.02488,0.974319,0.017853,0.024065,0.058941,0.05442,0.030426,0.869135,1.535332,0.680828,2.575853,0.109212,0.134811,0.047368,0.37144
188,0.088494,1,0.299619,0.103166,0.05204,1.017835,0.019527,0.069784,0.03554,0.046935,0.050081,4.057675,1.07344,1.725889,1.423803,0.106818,0.061201,0.048436,0.389713
189,0.087074,1,0.242506,0.096452,0.018674,0.969816,0.035286,0.079862,0.051969,0.048788,0.03766,2.110829,4.1626,2.649702,0.334698,0.124879,0.100955,0.020751,0.386305
190,0.110044,1,0.239249,0.140169,0.062521,0.985141,0.015951,0.022058,0.019178,0.038569,0.006268,0.779226,1.523126,1.481464,0.375196,0.138801,0.114777,0.091137,0.391715
191,0.152557,1,0.269458,0.074544,0.006218,0.984978,0.014924,0.043422,0.056729,0.037738,0.032012,2.54928,3.717811,0.503406,1.976605,0.133787,0.076925,0.072813,0.396561
192,0.079823,1,0.303135,0.080682,0.008101,1.011185,0.046164,0.078009,0.036644,0.07869,0.001891,0.248621,2.796997,2.98951,0.419149,0.10252,0.071291,0.060511,0.365493
193,0.145309,1,0.304751,0.074938,0.042038,0.990773,0.069962,0.010533,0.004559,0.016471,0.053771,3.086297,3.989259,2.629459,0.938968,0.08117,0.107231,0.075183,0.386058
194,0.087218,1,0.239481,0.0865,0.041305,0.996164,0.076229,0.007029,0.008875,0.044094,0.041202,1.111986,2.717399,2.172773,2.006056,0.125025,0.077497,0.080474,0.40295
195,0.113785,1,0.293892,0.074173,0.01895,0.978275,0.030935,0.069852,0.011611,0.021576,0.015213,3.932263,3.791521,2.968426,2.829563,0.091462,0.060628,0.05019,0.365763
196,0.136082,1,0.24267,0.059511,0.006636,0.99869,0.063521,0.060363,0.018958,0.024605,0.043867,4.131487,4.157803,2.21337,1.196491,0.129408,0.059797,0.067519,0.399838
197,0.11318,1,0.224599,0.12961,0.016079,1.037853,0.0323,0.06047,0.044074,0.075979,0.010443,0.911357,1.365321,0.990484,0.517991,0.108738,0.081439,0.012432,0.419742
198,0.088659,1,0.264816,0.123406,0.053842,1.003763,0.023185,0.005678,0.065535,0.027559,0.017506,0.925989,2.919447,3.273353,0.897153,0.128147,0.0842,0.033353,0.360235
199,0.14676,1,0.257102,0.140327,0.029831,0.950015,0.042167,0.055441,0.025519,0.069357,0.049766,3.958038,0.673991,0.228954,2.326975,0.130364,0.107581,0.081727,0.423175
200,0.095119,1,0.255805,0.137338,0.042893,1.034444,0.066895,0.026883,0.034255,0.056471,0.021093,1.661961,3.205126,3.035814,1.240116,0.063577,0.114213,0.052074,0.430164
201,0.083275,1,0.222659,0.055342,0.031943,0.972981,0.002217,0.023868,0.021288,0.010617,0.057283,1.457015,3.924257,0.159374,1.23384,0.072015,0.124309,0.057437,0.350936
202,0.065622,1,0.24476,0.108251,0.00328,0.990875,0.052063,0.019885,0.052813,0.056074,0.028486,1.039395,4.261235,2.561189,1.199296,0.074196,0.08374,0.016921,0.410541
203,0.140128,1,0.302945,0.095458,0.048379,0.979682,0.013542,0.04908,0.054229,0.072336,0.055997,2.199899,4.08509,1.31432,2.679931,0.123334,0.067423,0.022977,0.39437
204,0.115266,1,0.221264,0.070387,0.040083,1.012498,0.05004,0.076689,0.038079,0.076472,0.047574,2.100088,3.898064,0.940069,1.047211,0.110339,0.071911,0.088668,0.415423
205,0.0752,1,0.275513,0.121928,0.026796,0.978499,0.055566,0.075999,0.041452,0.006738,0.019883,1.916368,4.51086,1.09635,1.382301,0.06583,0.058269,0.041093,0.387563
206,0.086623,1,0.302232,0.078123,0.057312,1.038228,0.021534,0.079306,0.039048,0.03261,0.049723,0.265211,2.843924,0.914755,1.760322,0.12638,0.074476,0.052495,0.422895
207,0.078121,1,0.261905,0.063937,0.048217,0.95612,0.034017,0.060054,0.014276,0.029738,0.039411,0.327568,1.910815,2.932813,1.306249,0.078137,0.081239,0.04285,0.386083
208,0.085931,1,0.303975,0.051985,0.019862,1.031797,0.041319,0.012617,0.022216,0.058148,0.019402,3.869223,1.112434,1.083788,2.363925,0.132672,0.126735,0.018528,0.362887
209,0.104243,1,0.223477,0.107025,0.051924,0.952821,0.018961,0.068176,0.033389,0.083272,0.013541,2.776752,1.970622,1.241987,1.508726,0.089279,0.092153,0.023667,0.365228
210,0.09012,1,0.23005,0.114822,0.052585,0.975641,0.029511,0.00693,0.036279,0.004289,0.010686,2.308629,3.963187,0.165287,1.853755,0.105359,0.084566,0.039019,0.372122
211,0.109431,1,0.246761,0.06234,0.037331,1.003378,0.03665,0.048532,0.006989,0.068368,0.038642,3.655413,1.878467,1.698056,0.989772,0.076315,0.079985,0.049645,0.351521
212,0.06625,1,0.286265,0.053747,0.04998,0.972494,0.00457,0.006741,0.057465,0.028985,0.001563,2.829253,1.931764,3.138952,1.387399,0.112128,0.096095,0.021257,0.415522
213,0.103337,1,0.231939,0.079358,0.017038,0.997499,0.073484,0.01882,0.031136,0.062676,0.005107,3.020415,2.862824,3.178754,2.567184,0.103768,0.089466,0.021464,0.418654
214,0.148521,1,0.236399,0.067617,0.031571,0.992379,0.012309,0.01162,0.038887,0.069655,0.004132,2.801413,1.154755,3.460971,1.697369,0.090282,0.076388,0.021934,0.365366
215,0.110212,1,0.255241,0.118417,0.028233,0.975541,0.006949,0.012758,0.017576,0.068164,0.057103,1.656047,1.090043,2.881393,1.8398,0.142148,0.116808,0.064142,0.380889
216,0.078888,1,0.295811,0.115829,0.032494,1.005889,0.075847,0.066666,0.058096,0.02807,0.000999,2.561351,3.836328,0.740279,1.083092,0.064776,0.13142,0.07377,0.361434
217,0.122111,1,0.240419,0.116319,0.060917,0.966514,0.030218,0.047448,0.03957,0.035756,0.00617,3.076875,4.227632,2.598879,1.243289,0.120775,0.135899,0.073952,0.356717
218,0.149035,1,0.248913,0.138022,0.061082,0.998433,0.057012,0.032897,0.034917,0.080313,0.035038,0.562325,3.16707,0.13116,1.726854,0.119671,0.125768,0.047536,0.425789
219,0.100159,1,0.25746,0.063059,0.024367,1.017621,0.076651,0.0415,0.051867,0.010343,0.017652,3.597246,2.742232,1.984589,1.610945,0.09015,0.061676,0.063015,0.368139
220,0.068642,1,0.298712,0.072718,0.027988,0.967535,0.046572,0.074891,0.036965,0.076575,0.005135,0.21633,1.868637,3.226953,0.675303,0.079622,0.08715,0.075971,0.397701
221,0.150495,1,0.233284,0.055739,0.013765,0.963492,0.01343,0.02744,0.054172,0.00963,0.003707,0.417085,3.545388,1.777998,2.23389,0.1319,0.125401,0.077714,0.414193
222,0.099581,1,0.285568,0.095719,0.058694,0.962273,0.075552,0.072551,0.040111,0.075446,0.032864,0.159444,4.142982,0.474121,0.472442,0.115256,0.086945,0.084866,0.378475
223,0.07071,1,0.221674,0.114367,0.037432,0.985435,0.02058,0.006011,0.038275,0.06638,0.023184,1.546704,3.903646,1.069117,2.035432,0.095037,0.134344,0.051987,0.38748
224,0.140325,1,0.290055,0.138393,0.059737,0.962495,0.048739,0.057132,0.025856,0.078258,0.018635,0.14828,0.858328,1.844011,0.830884,0.074987,0.118103,0.084176,0.429465
225,0.12741,1,0.291009,0.055221,0.011779,1.036764,0.002162,0.026007,0.018571,0.070001,0.020509,0.937688,1.568559,1.162453,0.86095,0.093673,0.070864,0.060862,0.394329
226,0.130203,1,0.240809,0.105225,0.001214,1.026805,0.038306,0.003955,0.044681,0.028015,0.012242,3.881212,0.758121,1.469122,1.536582,0.101008,0.096001,0.035461,0.371838
227,0.147112,1,0.278214,0.062197,0.046034,1.004476,0.001378,0.057349,0.044647,0.045424,0.006428,2.135206,4.572226,2.469441,2.784182,0.077935,0.124168,0.016388,0.410435
228,0.081989,1,0.265878,0.075886,0.059034,1.015776,0.07227,0.062617,0.036193,0.08173,0.056559,2.985206,0.823519,1.981749,2.385535,0.090367,0.103599,0.074446,0.371013
229,0.110355,1,0.234749,0.096578,0.019838,0.981048,0.014288,0.04511,0.003842,0.028445,0.00046,0.787824,1.16536,0.92344,1.99974,0.091858,0.113604,0.075917,0.391659
230,0.100757,1,0.292655,0.138786,0.040748,1.024966,0.002542,0.031817,0.052589,0.018914,0.021353,3.389152,4.12205,0.224289,1.829488,0.124144,0.115418,0.089997,0.395396
231,0.134058,1,0.241265,0.1312,0.00954,1.034597,0.032608,0.06681,0.026023,0.035968,0.018065,4.018167,2.135568,1.661607,0.428048,0.080479,0.078055,0.011899,0.36864
232,0.096383,1,0.233853,0.074457,0.045094,1.005797,0.008826,0.008234,0.004871,0.016964,0.033502,3.684799,1.257382,3.50392,2.564077,0.132523,0.106268,0.0229,0.371108
233,0.134034,1,0.286657,0.068907,0.061727,0.970937,0.059465,0.014569,0.017489,0.023594,0.048073,3.039016,0.773432,2.185737,0.797118,0.14202,0.090574,0.065511,0.37171
234,0.125333,1,0.226713,0.072629,0.025416,0.984353,0.030443,0.020792,0.001954,0.060542,0.020316,3.539587,0.690055,3.593979,2.691442,0.082864,0.10545,0.018937,0.397172
235,0.115803,1,0.287506,0.139154,0.048395,1.009322,0.035373,0.027322,0.039989,0.019539,0.014885,1.447907,0.730177,0.352541,1.059992,0.12703,0.127789,0.048492,0.353629
236,0.069302,1,0.250913,0.110865,0.003855,1.006566,0.006187,0.059853,0.057946,0.078825,0.045278,2.683131,1.769169,2.500938,0.213628,0.093952,0.096458,0.025519,0.351915
237,0.139759,1,0.234017,0.07335,0.036428,1.035623,0.021151,0.007817,0.064916,0.067043,0.005327,1.158078,4.281215,1.855,2.21075,0.127635,0.099647,0.037341,0.386616
238,0.079497,1,0.272466,0.118611,0.012785,1.021024,0.036538,0.016176,0.019334,0.017052,0.022348,0.804601,3.055986,0.707476,1.678602,0.112604,0.102396,0.054805,0.356405
239,0.081195,1,0.245303,0.125655,0.021827,0.963767,0.026418,0.007481,0.063823,0.077669,0.008262,0.742081,4.012676,1.904108,2.167854,0.077022,0.07452,0.08004,0.426131
240,0.108847,1,0.294559,0.092831,0.011122,0.976451,0.047094,0.008956,0.062954,0.029425,0.019846,3.773437,4.054699,1.228605,1.516309,0.135558,0.090233,0.027266,0.355085
241,0.130838,1,0.234272,0.123174,0.014812,0.998173,0.018692,0.059695,0.018871,0.050475,0.04366,3.972111,1.241277,2.120734,2.222526,0.108416,0.101462,0.076238,0.360683
242,0.09246,1,0.244044,0.104191,0.023715,0.973516,0.00748,0.026217,0.018046,0.034278,0.024929,2.27268,0.644173,2.098099,0.854956,0.106429,0.134959,0.091024,0.409624
243,0.104998,1,0.246936,0.138098,0.038532,1.032039,0.013213,0.020357,0.032819,0.061601,0.015812,0.721086,1.300381,1.674466,0.533914,0.112566,0.079353,0.08683,0.356545
244,0.111714,1,0.266481,0.070446,0.062145,0.951368,0.042132,0.044374,0.015249,0.04587,0.001138,3.560432,2.264756,2.01187,0.16369,0.114118,0.096497,0.082143,0.40707
245,0.11493,1,0.278447,0.061575,0.012474,0.951787,0.043073,0.062887,0.012962,0.00895,0.056476,3.269764,4.249808,3.454873,2.54787,0.121548,0.097521,0.060684,0.425915
246,0.15334,1,0.224514,0.056754,0.054779,1.001298,0.028917,0.037203,0.065385,0.083482,0.018899,1.594506,2.080231,3.353906,2.236795,0.115963,0.126147,0.043003,0.426029
247,0.109834,1,0.235195,0.059069,0.024556,1.013263,0.064357,0.020443,0.046504,0.03721,0.048292,2.66174,1.465311,0.128552,0.186171,0.13778,0.08857,0.052763,0.362527
248,0.128208,1,0.233359,0.118749,0.049458,0.955231,0.046351,0.07754,0.01345,0.005236,0.016793,3.518823,3.430791,2.413086,2.697049,0.091693,0.083629,0.015311,0.379284
249,0.135129,1,0.242119,0.065379,0.041263,0.987,0.061403,0.018253,0.066593,0.074511,0.027369,3.484763,2.278901,1.684779,1.182753,0.098773,0.093375,0.050023,0.395754
250,0.139442,1,0.231119,0.090499,0.051537,0.974138,0.017214,0.045331,0.050219,0.030829,0.044059,3.731381,4.452909,2.761937,1.719164,0.114069,0.069918,0.058434,0.390279
251,0.152082,1,0.259381,0.05712,0.015424,0.985813,0.053725,0.032752,0.032969,0.044988,0.002786,4.122024,3.017668,0.654669,1.484795,0.138935,0.075934,0.044128,0.422529
252,0.084222,1,0.280496,0.128489,0.05016,1.020101,0.044823,0.054024,0.064964,0.033312,0.02719,2.006635,3.413865,2.270845,2.150167,0.066763,0.112417,0.082565,0.395453
253,0.129142,1,0.258526,0.093202,0.022841,0.956984,0.020096,0.048328,0.015789,0.045966,0.011982,2.398005,1.655243,3.329418,0.447451,0.066539,0.060179,0.044264,0.427864
254,0.125738,1,0.219463,0.098074,0.051681,1.007159,0.005048,0.037507,0.004113,0.081127,0.001072,1.957359,1.140467,0.221719,2.748768,0.122362,0.12473,0.059227,0.423016
255,0.127171,1,0.268972,0.076042,0.034423,0.989424,0.010613,0.041952,0.011843,0.073523,0.036715,3.642893,4.566065,0.416104,0.916339,0.137229,0.132628,0.067767,0.383165
256,0.09552,1,0.241379,0.056072,0.035453,0.989765,0.047181,0.055706,0.013731,0.020925,0.030486,2.853847,3.773838,3.071772,1.228923,0.100238,0.129333,0.067276,0.391382
257,0.123547,1,0.240218,0.135248,0.023801,1.020932,0.063066,0.013622,0.019312,0.031891,0.060066,0.766146,3.880966,3.132997,2.711991,0.124433,0.056815,0.065939,0.353687
258,0.141464,1,0.219985,0.101324,0.003168,0.970567,0.076048,0.025065,0.014442,0.05876,0.021533,1.454676,0.861343,2.979618,2.538181,0.128471,0.093008,0.064547,0.394481
259,0.14845,1,0.293409,0.122209,0.016138,0.98815,0.063848,0.057289,0.042942,0.046716,0.018279,3.464327,1.206387,2.945454,0.875509,0.127695,0.05972,0.060892,0.3712
260,0.116993,1,0.296404,0.108882,0.047842,1.033917,0.006474,0.070712,0.067031,0.056194,0.018732,3.776963,2.489779,2.919711,0.691276,0.089495,0.12488,0.089393,0.396503
261,0.093101,1,0.303403,0.105799,0.039299,1.037325,0.057414,0.050178,0.024122,0.019736,0.00202,2.889357,4.555566,0.49836,2.062136,0.126809,0.134606,0.042732,0.358903
262,0.101173,1,0.27143,0.107856,0.042701,0.979879,0.017132,0.057793,0.044513,0.051735,0.033288,0.859939,2.159617,3.550287,2.324605,0.130837,0.067126,0.079498,0.427524
263,0.143164,1,0.238165,0.089149,0.035561,1.027295,0.056002,0.054562,0.065244,0.015713,0.003343,2.96243,2.856215,0.29518,2.393947,0.131363,0.070521,0.012185,0.369301
264,0.065532,1,0.238356,0.128123,0.05314,0.968772,0.064141,0.017544,0.02424,0.073765,0.05886,0.601361,3.134466,3.301818,0.764435,0.135249,0.107415,0.079923,0.406642
265,0.114342,1,0.240114,0.071542,0.005738,0.958676,0.067507,0.045001,0.057402,0.009159,0.020831,0.607854,3.404336,2.772703,0.919293,0.136053,0.101362,0.061675,0.415352
266,0.068851,1,0.303704,0.096623,0.029403,0.96018,0.071554,0.028364,0.012888,0.054098,0.008638,2.917421,1.370684,3.341088,0.884435,0.125184,0.069495,0.0542,0.428269
267,0.103539,1,0.252196,0.062859,0.03125,1.019283,0.010278,0.069721,0.049703,0.067925,0.046699,0.222343,4.575438,3.279399,0.194621,0.131124,0.10736,0.067418,0.381032
268,0.148961,1,0.283867,0.119462,0.027179,0.97765,0.031367,0.056936,0.031485,0.062935,0.060504,1.014401,1.58344,0.675353,2.782771,0.068787,0.094013,0.012393,0.428228
269,0.114574,1,0.28969,0.097769,0.030746,1.004253,0.03397,0.018476,0.046243,0.028301,0.028344,2.349047,2.219305,2.90986,1.864457,0.129799,0.077724,0.039198,0.395052
270,0.138857,1,0.297932,0.066899,0.058754,0.967136,0.029834,0.05644,0.052502,0.08074,0.051678,3.970775,4.001274,1.510162,1.841545,0.111587,0.126463,0.028844,0.352795
271,0.07346,1,0.286375,0.082117,0.032333,0.97087,0.057923,0.032175,0.060455,0.02712,0.055349,3.78621,2.412661,1.861762,0.809201,0.097649,0.10953,0.088824,0.411267
272,0.093184,1,0.263897,0.124139,0.036015,1.005502,0.026108,0.066994,0.012001,0.030445,0.017696,2.695135,2.285442,3.143904,0.32559,0.07652,0.098427,0.076401,0.36993
273,0.091042,1,0.270945,0.098496,0.03737,0.983782,0.025766,0.013923,0.044842,0.074309,0.026277,0.653776,2.430912,1.231579,2.312311,0.119791,0.075861,0.050605,0.370387
274,0.090522,1,0.281841,0.090261,0.01566,1.010647,0.026556,0.041556,0.01271,0.072075,0.024047,1.176333,2.85239,3.10139,1.869895,0.118837,0.133774,0.055245,0.387673
275,0.083026,1,0.223402,0.129392,0.037523,0.994345,0.016924,0.023456,0.017613,0.050909,0.034281,1.802857,3.822806,0.151676,2.245698,0.133383,0.08555,0.067913,0.389923
276,0.152798,1,0.290588,0.071453,0.010588,1.010578,0.054483,0.039283,0.052194,0.014348,0.002984,3.290298,3.479276,3.476792,1.650481,0.139508,0.097992,0.044852,0.385453
277,0.127861,1,0.306169,0.065679,0.063878,0.988253,0.017802,0.054715,0.017959,0.043065,0.012648,0.338335,1.987686,1.25291,1.449693,0.085158,0.088988,0.019959,0.375447
278,0.124513,1,0.254449,0.093844,0.016179,0.982196,0.056332,0.071288,0.035544,0.064958,0.031618,2.999485,2.043396,1.7334,2.352378,0.137609,0.087616,0.066695,0.405323
279,0.088305,1,0.285737,0.101756,0.055307,0.968366,0.046827,0.059038,0.009806,0.077502,0.00752,3.702836,1.991318,3.481566,1.244706,0.07559,0.086598,0.070546,0.416435
280,0.122861,1,0.267429,0.120255,0.048466,1.016275,0.044357,0.021548,0.0577,0.079953,0.01898,2.295019,2.356952,3.465054,1.555821,0.118975,0.079138,0.039385,0.4067
281,0.116235,1,0.267233,0.081209,0.052873,1.023879,0.065864,0.07737,0.016297,0.056289,0.049871,1.192088,4.584145,1.830271,1.344745,0.132992,0.087447,0.061548,0.418511
282,0.103811,1,0.238548,0.091969,0.02302,1.027719,0.041517,0.002412,0.023959,0.041103,0.023927,1.108977,2.252157,1.034333,1.377929,0.096622,0.091285,0.044372,0.426309
283,0.123977,1,0.269965,0.057976,0.007531,1.026544,0.033427,0.02108,0.061302,0.036214,0.034487,0.620919,1.289776,0.819433,2.182736,0.125663,0.074731,0.044384,0.363032
284,0.096737,1,0.262336,0.126994,0.059311,0.965863,0.030627,0.023662,0.042521,0.023644,0.02165,2.883245,2.901669,0.601141,2.817643,0.068709,0.067571,0.05181,0.368579
285,0.125424,1,0.288038,0.106908,0.04729,0.967036,0.054799,0.002904,0.028164,0.056825,0.01503,0.502894,2.106523,2.972145,0.935284,0.09694,0.057188,0.01943,0.404222
286,0.0852,1,0.284015,0.113899,0.025338,0.968091,0.065612,0.046269,0.067424,0.08302,0.002519,2.262533,4.045993,2.082532,1.365137,0.093691,0.085292,0.089083,0.369562
287,0.083787,1,0.276403,0.121245,0.002478,0.979931,0.033616,0.014076,0.041203,0.006463,0.044679,2.888465,4.370178,1.156327,1.135777,0.108586,0.080481,0.064304,0.380521
288,0.13103,1,0.22113,0.061366,0.029902,1.029941,0.067275,0.028201,0.008388,0.06442,0.045413,3.677052,1.604267,1.285952,2.365954,0.091201,0.100647,0.070619,0.412986
289,0.095702,1,0.259874,0.12177,0.052749,0.957904,0.048179,0.047552,0.034424,0.027158,0.045301,2.784983,3.481809,1.14909,2.378707,0.071588,0.08626,0.079622,0.425141
290,0.147755,1,0.303837,0.070764,0.008236,1.011404,0.028203,0.026828,0.041027,0.013833,0.036101,1.90357,1.491939,1.041784,2.604607,0.074454,0.098275,0.021792,0.412303
291,0.146699,1,0.25876,0.092183,0.052218,0.996782,0.00773,0.037451,0.046872,0.025916,0.042411,1.081768,1.683925,2.19383,0.762916,0.117576,0.134397,0.015053,0.376424
292,0.077818,1,0.222265,0.138649,0.0262,1.008182,0.023624,0.055301,0.040046,0.035914,0.04582,0.409648,3.889361,0.207052,0.487601,0.138432,0.135105,0.060409,0.359904
