Solution,D_RT,O_RT,R_RT,C_RT,D_TT,O_TT,R_TT,D_Cont,O_Cont,R_Cont,C_Cont,D_Ins,O_Ins,R_Ins,C_Ins,D_JLA,R_JLA,O_JLA,C_JLA
146,0.027601,1,0.197313,0.089259,0.001587,0.105942,0.056984,0.076059,0.102102,0.040817,0.020271,3.291119,0.246378,2.510125,1.695478,0.103372,0.147867,0.063078,0.379826
147,0.037274,1,0.159406,0.07864,0.020774,0.077798,0.05638,0.058017,0.081649,0.091822,0.053301,4.223428,0.810604,2.364968,2.455724,0.086955,0.108599,0.05398,0.378321
148,0.06681,1,0.235643,0.116938,0.026122,0.058089,0.024553,0.089372,0.060682,0.084392,0.017252,0.39863,0.539301,1.739443,0.863784,0.145552,0.149422,0.029558,0.382632
149,0.064601,1,0.226411,0.106627,0.031964,0.075375,0.02197,0.075499,0.111579,0.053557,0.027535,3.765158,0.509475,2.974165,1.341778,0.096785,0.123058,0.062354,0.341596
150,0.072821,1,0.182077,0.052581,0.034588,0.087087,0.007645,0.10927,0.09791,0.039174,0.043149,2.977729,2.932144,2.946809,0.273064,0.129345,0.133987,0.028203,0.333252
151,0.040593,1,0.196739,0.107359,0.012132,0.108648,0.04775,0.119525,0.107932,0.076186,0.022141,2.194106,0.966893,1.392149,2.120248,0.162646,0.147509,0.071993,0.341351
152,0.052405,1,0.2098,0.113079,0.037932,0.09456,0.028086,0.125419,0.09726,0.035631,0.03679,2.276662,2.299547,3.686036,2.654102,0.132303,0.088745,0.088648,0.329394
153,0.042375,1,0.18776,0.103263,0.002352,0.059829,0.061726,0.100664,0.096628,0.106564,0.024421,2.106022,2.780276,4.377224,1.897566,0.096696,0.097273,0.029171,0.386153
154,0.09595,1,0.160268,0.073785,0.027389,0.028088,0.055243,0.060018,0.12078,0.034906,0.045403,1.660499,0.679473,4.290357,1.561894,0.132825,0.117356,0.044421,0.338419
155,0.072452,1,0.201599,0.108893,0.011862,0.070635,0.07579,0.074015,0.128609,0.069852,0.027379,1.306294,2.723107,3.051994,0.289053,0.119639,0.138282,0.069199,0.341814
156,0.077447,1,0.210066,0.096914,0.035076,0.047764,0.032176,0.073319,0.081156,0.102655,0.04525,0.370352,1.451654,3.324284,2.441916,0.160154,0.134746,0.049009,0.395774
157,0.10691,1,0.242106,0.084217,0.039802,0.101722,0.049248,0.088729,0.05716,0.032918,0.058213,2.770542,1.084726,3.066889,2.226182,0.098258,0.158824,0.02168,0.364268
158,0.052317,1,0.201431,0.080701,0.049778,0.066878,0.01476,0.126532,0.099673,0.044417,0.007333,2.705229,3.137929,4.521777,2.713815,0.129797,0.113642,0.02387,0.338238
159,0.056454,1,0.211044,0.122246,0.041434,0.081518,0.013664,0.064017,0.062801,0.088023,0.035555,1.776805,0.932164,2.401656,1.496017,0.161834,0.137989,0.03258,0.367586
160,0.099868,1,0.196574,0.133617,0.041183,0.078235,0.029556,0.106001,0.080254,0.076974,0.032794,1.415942,2.597676,2.311763,0.213416,0.151601,0.10728,0.077421,0.404896
161,0.098106,1,0.185217,0.088635,0.006172,0.063127,0.0318,0.125949,0.102245,0.052936,0.033258,0.444847,2.124849,1.435399,1.276461,0.12005,0.129842,0.077324,0.369792
162,0.03986,1,0.240993,0.136651,0.042991,0.069597,0.041104,0.05779,0.064421,0.062101,0.043874,0.54693,3.15832,1.289961,2.018914,0.144419,0.159141,0.071779,0.351226
163,0.029318,1,0.160917,0.065116,0.050611,0.061114,0.021356,0.071493,0.064113,0.096951,0.020369,3.403967,0.580389,3.790275,1.122282,0.110223,0.129932,0.040587,0.38023
164,0.080332,1,0.234998,0.119863,0.008867,0.089926,0.024623,0.074461,0.128885,0.043195,0.007587,0.649268,0.38946,2.969447,0.410333,0.146918,0.13952,0.087093,0.376656
165,0.079763,1,0.214553,0.09942,0.021469,0.035988,0.002442,0.095593,0.062635,0.082602,0.033711,3.763038,2.326163,3.028325,0.47788,0.157854,0.096394,0.040998,0.347406
166,0.034968,1,0.183938,0.1317,0.033079,0.026729,0.006051,0.097463,0.093702,0.074035,0.013445,0.817134,3.074471,1.23886,2.0656,0.124283,0.082559,0.025631,0.364939
167,0.062213,1,0.2221,0.127056,0.00771,0.092978,0.053585,0.11044,0.068253,0.082293,0.009691,3.506782,3.237833,3.972443,2.601346,0.115492,0.124575,0.049726,0.354125
168,0.050951,1,0.225877,0.07167,0.004962,0.042446,0.024837,0.067139,0.125555,0.083633,0.036031,4.023291,3.101602,0.871457,0.190673,0.087502,0.087488,0.054153,0.329948
169,0.070828,1,0.170729,0.112105,0.033852,0.040765,0.051142,0.091744,0.114818,0.099768,0.028179,0.594914,3.070936,1.021384,1.722285,0.090987,0.158455,0.020915,0.393993
170,0.064207,1,0.18324,0.124059,0.00709,0.033558,0.066814,0.117568,0.117413,0.072634,0.002764,1.802081,2.733056,4.005395,2.617476,0.142248,0.124869,0.07546,0.362396
171,0.04928,1,0.182461,0.062129,0.037394,0.03124,0.048993,0.083742,0.056223,0.035229,0.011006,0.840751,0.627688,1.450553,1.599741,0.141345,0.160859,0.036941,0.329986
172,0.025676,1,0.18569,0.095516,0.022936,0.099095,0.072191,0.05144,0.084619,0.091656,0.055881,4.12252,1.750464,3.596552,0.380866,0.127603,0.092047,0.094865,0.344265
173,0.077003,1,0.207145,0.077089,0.028495,0.07591,0.00349,0.064112,0.103952,0.033427,0.010346,3.700498,1.071078,1.901676,1.212032,0.155678,0.103978,0.035323,0.332171
174,0.087767,1,0.242927,0.062537,0.023678,0.040628,0.014689,0.113385,0.100721,0.077559,0.017181,0.246189,0.738245,3.678086,1.945723,0.114367,0.157625,0.097571,0.397813
175,0.058941,1,0.165879,0.099488,0.00827,0.088812,0.02425,0.098307,0.05374,0.036026,0.011826,2.52561,1.234757,3.867847,1.531636,0.114689,0.096848,0.084638,0.395139
176,0.078093,1,0.179783,0.13586,0.027887,0.030741,0.038439,0.124215,0.084147,0.068693,0.014507,1.814984,3.293754,0.755031,0.944191,0.119305,0.117177,0.060685,0.369146
177,0.07623,1,0.238219,0.12956,0.019647,0.045409,0.046866,0.089229,0.104213,0.076798,0.058114,1.277804,2.827237,0.770045,1.43575,0.155414,0.131845,0.05704,0.369208
178,0.072949,1,0.17132,0.062925,0.024144,0.055074,0.048865,0.104782,0.062441,0.09129,0.047866,3.969163,2.706615,2.708075,2.060394,0.159413,0.129335,0.062088,0.374291
179,0.102992,1,0.220761,0.083378,0.029477,0.056624,0.050247,0.09091,0.077855,0.067594,0.011174,3.665298,2.137767,1.853725,0.421295,0.100348,0.149357,0.050584,0.331085
180,0.085952,1,0.156892,0.053116,0.038533,0.080702,0.050908,0.096249,0.126063,0.095665,0.029625,3.71449,1.928348,2.37727,2.268031,0.103262,0.152651,0.087673,0.396909
181,0.06858,1,0.192356,0.074208,0.035155,0.052637,0.03271,0.119476,0.080122,0.070815,0.052896,1.105527,0.674761,1.384075,1.2755,0.121197,0.109269,0.075817,0.35449
182,0.032535,1,0.215029,0.118067,0.037221,0.100177,0.055736,0.077435,0.094284,0.034463,0.047887,2.368401,2.889909,2.574082,2.537954,0.13103,0.11039,0.05904,0.370879
183,0.04649,1,0.183121,0.11778,0.044154,0.109377,0.033906,0.068968,0.070355,0.103703,0.057514,1.297148,2.104901,0.921731,1.605668,0.104469,0.115814,0.068657,0.394897
184,0.067786,1,0.193927,0.132949,0.029277,0.113484,0.067878,0.073487,0.106816,0.080232,0.055252,2.130315,3.04677,3.529985,0.378823,0.12204,0.116424,0.050345,0.359315
185,0.081976,1,0.185359,0.104534,0.023797,0.026973,0.022024,0.067585,0.11035,0.032266,0.026568,0.347081,2.270785,2.185423,2.028339,0.121058,0.099806,0.024149,0.356211
186,0.030452,1,0.165358,0.099368,0.013205,0.115212,0.04166,0.110231,0.064932,0.056627,0.040573,2.737668,0.659309,3.858282,0.552022,0.125217,0.112057,0.037442,0.394656
187,0.076007,1,0.195344,0.126722,0.004574,0.073299,0.008702,0.059015,0.052245,0.075932,0.0251,1.603342,1.550722,2.005643,0.243019,0.08627,0.116209,0.059648,0.333994
188,0.083486,1,0.175149,0.062203,0.020464,0.041807,0.005693,0.109377,0.094135,0.048471,0.054971,3.309319,0.122329,0.773542,1.310062,0.16284,0.131316,0.092056,0.342778
189,0.092846,1,0.219414,0.076382,0.004254,0.04822,0.00965,0.112607,0.107766,0.090025,0.049962,3.779089,2.885536,4.448893,2.446948,0.139939,0.141947,0.067155,0.361742
190,0.099576,1,0.16671,0.098563,0.048363,0.087237,0.013755,0.08091,0.051195,0.065622,0.018148,2.990786,1.62886,1.27267,0.572635,0.110107,0.139289,0.088859,0.371958
191,0.076519,1,0.226771,0.055971,0.042965,0.095249,0.033243,0.049979,0.094076,0.043095,0.031737,3.979632,2.906011,4.149485,1.635495,0.143007,0.126718,0.094143,0.394983
192,0.028348,1,0.200589,0.088023,0.007742,0.060356,0.004836,0.122999,0.067918,0.071744,0.013506,3.263698,0.826416,1.464495,0.707164,0.102446,0.149905,0.078219,0.38879
193,0.110059,1,0.203375,0.130347,0.016014,0.075279,0.034094,0.120986,0.082391,0.105653,0.009374,0.625957,0.370545,4.668791,1.505757,0.089981,0.158689,0.066896,0.400319
194,0.02787,1,0.194757,0.096821,0.008163,0.07281,0.053989,0.072184,0.084047,0.068332,0.054777,4.044838,0.146611,1.390509,2.223492,0.09773,0.094538,0.047047,0.337118
195,0.0983,1,0.213073,0.06524,0.006377,0.064257,0.011222,0.109686,0.101512,0.051696,0.018773,0.705708,2.005314,1.078919,2.013748,0.12993,0.09305,0.091987,0.351305
196,0.059346,1,0.18278,0.102641,0.04389,0.067864,0.048452,0.117109,0.078279,0.059501,0.04104,1.260519,1.461385,2.609488,2.48213,0.089194,0.087706,0.064845,0.335847
197,0.085021,1,0.236691,0.115218,0.014369,0.079973,0.028812,0.083394,0.076114,0.044332,0.04346,3.903199,2.943809,4.519803,2.259415,0.118611,0.155402,0.070842,0.402857
198,0.079842,1,0.157031,0.104194,0.005473,0.087634,0.004192,0.092525,0.077371,0.072813,0.011424,0.899365,1.760092,2.720386,1.871025,0.090207,0.155665,0.024434,0.355309
199,0.029407,1,0.188174,0.132741,0.004845,0.028408,0.050847,0.095479,0.106942,0.07532,0.001893,3.951121,1.487931,2.13386,2.670413,0.124796,0.094623,0.083761,0.364639
200,0.095296,1,0.168364,0.096144,0.035794,0.048388,0.002161,0.102786,0.108332,0.047742,0.0457,4.237397,0.987976,1.37702,2.248432,0.164516,0.125446,0.063542,0.332783
201,0.101407,1,0.171779,0.097142,0.047048,0.114814,0.063824,0.060476,0.0625,0.087893,0.059487,1.811421,2.147181,3.345743,2.128898,0.091294,0.101252,0.093969,0.331916
202,0.109971,1,0.190005,0.122589,0.008198,0.106756,0.037602,0.053622,0.084943,0.087847,0.059097,0.755445,2.950863,1.067245,1.381587,0.12707,0.146029,0.039459,0.35019
203,0.033614,1,0.204136,0.106866,0.02608,0.083719,0.019774,0.120158,0.120141,0.055377,0.016274,3.63129,3.124536,2.460753,1.659823,0.104412,0.113794,0.038157,0.332034
204,0.030844,1,0.21058,0.120569,0.030798,0.076782,0.074925,0.073863,0.128978,0.09387,0.044985,0.961332,1.423532,3.496367,2.437534,0.117837,0.137493,0.087319,0.363919
205,0.090493,1,0.20463,0.140397,0.03835,0.049575,0.014104,0.090112,0.055325,0.06311,0.053419,3.840609,3.082424,1.98617,0.782652,0.146976,0.109646,0.063796,0.376511
206,0.078834,1,0.186635,0.088966,0.031382,0.111433,0.057669,0.120548,0.11736,0.072995,0.03949,0.317656,2.742349,2.58927,0.455844,0.08914,0.094479,0.022983,0.403337
207,0.067384,1,0.240088,0.138762,0.015426,0.058014,0.063361,0.10023,0.061756,0.038874,0.056613,2.942044,1.162259,1.041412,0.527612,0.14215,0.126331,0.069803,0.3263
208,0.034391,1,0.242389,0.066191,0.036761,0.06888,0.049679,0.068037,0.103179,0.070117,0.01883,2.40461,0.858579,4.658411,0.66947,0.149698,0.120118,0.077972,0.330315
209,0.088655,1,0.159308,0.086939,0.00303,0.107916,0.031751,0.058109,0.087972,0.063617,0.057422,2.67446,2.024419,0.696675,1.447118,0.135696,0.109116,0.074258,0.339299
210,0.077685,1,0.203459,0.113779,0.02542,0.100481,0.067398,0.117425,0.082172,0.076921,0.035798,2.116338,1.762214,3.035996,2.107633,0.106982,0.149484,0.032666,0.360706
211,0.072296,1,0.176829,0.065361,0.025752,0.046989,0.068593,0.11084,0.108047,0.075479,0.002596,2.694661,1.804473,3.553411,1.666072,0.093747,0.146916,0.043608,0.348172
212,0.026971,1,0.206449,0.079672,0.012484,0.029925,0.002527,0.084559,0.12166,0.033344,0.025982,0.915269,0.239638,1.976956,1.363787,0.163342,0.122694,0.088791,0.342366
213,0.057863,1,0.242887,0.058341,0.001048,0.058318,0.036168,0.109845,0.125886,0.041303,0.035708,2.774606,2.472619,1.916696,1.905657,0.09243,0.154334,0.081358,0.331839
214,0.071275,1,0.239721,0.056309,0.001506,0.077236,0.034355,0.084678,0.10015,0.080491,0.032253,0.814605,2.896182,1.51452,0.446472,0.12569,0.0839,0.035359,0.398868
215,0.094666,1,0.154136,0.11112,0.011508,0.10682,0.051242,0.071115,0.054549,0.088624,0.058516,2.735684,1.449961,3.307162,0.685556,0.124086,0.09857,0.087844,0.374625
216,0.055555,1,0.203908,0.127393,0.039364,0.057552,0.016325,0.081354,0.091548,0.045371,0.021907,2.025721,0.793177,3.823335,1.400204,0.116067,0.14496,0.028006,0.376738
217,0.033759,1,0.200801,0.088579,0.0407,0.115128,0.012466,0.117898,0.095296,0.055822,0.05392,3.937437,1.329485,0.848256,2.447525,0.091799,0.145897,0.071469,0.39126
218,0.107606,1,0.224019,0.05274,0.005789,0.08469,0.06606,0.052018,0.112968,0.078336,0.049065,1.941068,2.153934,1.37329,1.368182,0.092822,0.158268,0.03178,0.382352
219,0.047136,1,0.214818,0.103174,0.024548,0.050314,0.029672,0.08183,0.125433,0.05102,0.045477,1.419637,2.229156,1.301748,1.639781,0.141732,0.098641,0.075313,0.374039
220,0.092375,1,0.163565,0.079154,0.008364,0.055976,0.013458,0.071723,0.128334,0.070157,0.056799,1.379005,2.697234,2.294502,1.19619,0.15776,0.114256,0.068565,0.382105
221,0.09244,1,0.240741,0.096509,0.012045,0.034836,0.064549,0.066563,0.051791,0.061108,0.051482,1.387355,1.019179,0.982981,2.464194,0.103517,0.160926,0.079553,0.361492
222,0.028361,1,0.155857,0.124774,0.042167,0.071883,0.023385,0.079923,0.09647,0.066561,0.057745,2.589283,0.451164,1.654219,0.408249,0.14666,0.152992,0.036207,0.360435
223,0.070162,1,0.218767,0.116664,0.032954,0.071582,0.006173,0.108919,0.128485,0.091012,0.002894,1.148099,3.013008,3.057632,2.621988,0.118414,0.147429,0.05403,0.357164
224,0.102431,1,0.226491,0.101816,0.034028,0.069799,0.048805,0.060948,0.083027,0.069409,0.033124,2.1099,1.896959,2.361229,1.168712,0.09292,0.150267,0.069254,0.360621
225,0.042055,1,0.230671,0.076039,0.045163,0.086448,0.062122,0.059153,0.076686,0.08724,0.019822,2.207331,1.390531,2.301389,2.413853,0.107545,0.146793,0.035218,0.400118
226,0.066594,1,0.223608,0.112078,0.002129,0.103263,0.054082,0.110525,0.115685,0.044676,0.029163,0.72199,0.338508,2.642358,1.148955,0.148044,0.139757,0.02108,0.387808
227,0.035441,1,0.229153,0.09282,0.001714,0.033633,0.016877,0.100829,0.123891,0.034524,0.029819,4.17037,0.426766,1.998794,0.322317,0.095826,0.110296,0.073489,0.351105
228,0.091184,1,0.179696,0.135494,0.014261,0.085913,0.006587,0.112338,0.088989,0.070002,0.010956,1.89063,0.797384,4.356756,1.039605,0.136852,0.089197,0.031581,0.38628
229,0.075695,1,0.227399,0.082345,0.043757,0.076388,0.016674,0.112726,0.080155,0.054388,0.004538,1.243239,1.443391,1.830321,0.630548,0.108515,0.140995,0.058334,0.399829
230,0.094993,1,0.199785,0.08508,0.030846,0.027743,0.018399,0.090392,0.086239,0.08873,0.052802,1.144643,1.284244,4.073968,1.545567,0.129186,0.109924,0.098257,0.400465
231,0.029229,1,0.215351,0.094134,0.044868,0.061729,0.021468,0.068175,0.067613,0.068924,0.01511,2.80353,1.782169,1.963079,0.978353,0.139337,0.119703,0.02378,0.392881
232,0.090309,1,0.167614,0.085022,0.004123,0.107277,0.074825,0.115701,0.05177,0.073499,0.056504,3.277725,0.186014,4.424778,2.51259,0.108961,0.10505,0.095394,0.343309
233,0.083037,1,0.163163,0.100278,0.015624,0.040003,0.054534,0.110666,0.107812,0.058349,0.041561,3.295242,0.894426,4.558792,2.162338,0.125842,0.103534,0.043406,0.385571
234,0.09677,1,0.181642,0.108567,0.003469,0.056302,0.067213,0.058939,0.085718,0.032076,0.00124,0.27444,1.829498,1.15604,2.596458,0.158595,0.142904,0.076488,0.394483
235,0.031036,1,0.228723,0.116419,0.028276,0.047171,0.028412,0.088438,0.063299,0.031146,0.046361,0.845429,2.430587,1.8782,2.573938,0.158976,0.127375,0.030459,0.368332
236,0.094604,1,0.170281,0.13222,0.032501,0.045209,0.006675,0.124567,0.090256,0.04898,0.02807,4.155935,1.018302,0.816827,1.691758,0.109825,0.110181,0.069875,0.339569
237,0.030584,1,0.172969,0.063845,0.016486,0.027105,0.031247,0.124361,0.066271,0.082693,0.058847,0.808481,1.11089,1.537852,1.04136,0.138728,0.132995,0.074817,0.383504
238,0.073359,1,0.202132,0.134519,0.026751,0.09818,0.00363,0.068811,0.092849,0.067167,0.035925,1.348772,2.075283,2.407844,1.947892,0.158011,0.144871,0.054453,0.405005
239,0.035621,1,0.226089,0.094512,0.03337,0.071535,0.059634,0.099573,0.092952,0.079063,0.046274,2.868737,1.302596,2.160454,0.249778,0.109425,0.084553,0.096902,0.398801
240,0.036681,1,0.19299,0.101419,0.005273,0.040074,0.038839,0.048523,0.054878,0.087028,0.033773,1.395085,3.161575,2.005016,2.303334,0.150147,0.10234,0.069527,0.385875
241,0.109647,1,0.225026,0.133476,0.041573,0.029585,0.004268,0.092287,0.055278,0.099548,0.015765,2.689388,1.325157,2.469965,1.887814,0.140245,0.124271,0.049326,0.335113
242,0.104963,1,0.166559,0.12838,0.025101,0.058971,0.076115,0.101931,0.109077,0.090913,0.011916,2.462125,2.620358,3.318946,1.846268,0.08939,0.148797,0.024505,0.342253
243,0.093152,1,0.225443,0.077387,0.026845,0.081234,0.024132,0.053841,0.108162,0.105344,0.018503,1.351883,1.281631,3.199684,1.998925,0.125975,0.157969,0.064223,0.376984
244,0.107973,1,0.167882,0.138607,0.008792,0.025897,0.072158,0.083221,0.058075,0.031995,0.027183,1.904659,1.757434,1.944397,0.542164,0.149997,0.136078,0.091008,0.361667
245,0.096261,1,0.166352,0.139553,0.043483,0.026551,0.058951,0.089562,0.108909,0.110138,0.037247,1.385794,2.583047,2.992302,2.296734,0.134698,0.157731,0.077543,0.370459
246,0.079522,1,0.196831,0.106323,0.042821,0.059564,0.069687,0.113821,0.08952,0.050969,0.00885,2.267433,0.404674,2.3201,1.231386,0.150663,0.091227,0.088127,0.332101
247,0.066312,1,0.20547,0.104388,0.007632,0.076991,0.030769,0.086736,0.097457,0.106715,0.050412,0.861251,0.998178,2.727518,0.329506,0.101257,0.146297,0.055619,0.404062
248,0.082748,1,0.156667,0.068402,0.041132,0.037398,0.018774,0.124458,0.067231,0.053379,0.030542,2.134679,3.094063,2.90648,2.708765,0.140023,0.099197,0.060332,0.355641
249,0.026084,1,0.222963,0.061708,0.017593,0.061529,0.070423,0.053329,0.116666,0.069715,0.037531,0.468566,0.285286,4.213101,1.020165,0.158166,0.156265,0.052636,0.371022
250,0.084326,1,0.228174,0.107736,0.026234,0.110734,0.070649,0.113299,0.0756,0.047838,0.026428,0.989832,1.852221,1.762365,0.987414,0.136945,0.150478,0.079774,0.376019
251,0.060271,1,0.160602,0.116616,0.006428,0.027465,0.051973,0.103832,0.072193,0.056599,0.002346,4.020596,2.458591,4.091297,0.719803,0.157115,0.156254,0.048792,0.384126
252,0.097155,1,0.183651,0.134722,0.006251,0.06757,0.001921,0.070604,0.087767,0.035293,0.006435,1.332839,2.870766,2.879826,0.19743,0.120228,0.104753,0.085482,0.342967
253,0.079989,1,0.227918,0.083127,0.043257,0.072069,0.075714,0.109553,0.071691,0.102079,0.036374,2.254121,2.232521,1.055223,1.939694,0.085556,0.100091,0.037051,0.361432
254,0.07861,1,0.154942,0.060757,0.046851,0.109709,0.039355,0.048273,0.075023,0.090448,0.006672,2.082021,2.03966,4.197153,1.774425,0.094249,0.105116,0.026529,0.358027
255,0.111433,1,0.188251,0.0909,0.022751,0.082036,0.042008,0.063067,0.103085,0.060091,0.01887,0.366221,1.044313,2.659428,1.458495,0.090081,0.094112,0.039906,0.375797
256,0.099059,1,0.171124,0.117352,0.010573,0.058583,0.058349,0.088094,0.099054,0.034795,0.015064,4.125494,1.205482,2.019212,0.555249,0.149644,0.150783,0.021276,0.346413
257,0.072575,1,0.23225,0.107012,0.036917,0.031637,0.030356,0.078636,0.078166,0.083372,0.042398,0.664428,1.219522,3.663416,0.65306,0.153952,0.140372,0.050905,0.382446
258,0.062881,1,0.197513,0.067777,0.007501,0.036506,0.011855,0.115389,0.09596,0.054751,0.060075,3.359552,0.761138,2.84122,0.253244,0.088959,0.143256,0.07316,0.339053
259,0.059422,1,0.203049,0.086742,0.026539,0.053073,0.065495,0.108188,0.10348,0.062652,0.053725,2.895226,3.087473,2.964346,0.660907,0.086151,0.099596,0.094783,0.397944
260,0.066247,1,0.221973,0.103999,0.039581,0.037678,0.040056,0.061923,0.108002,0.061608,0.017598,1.579811,2.672762,1.03627,2.472359,0.132703,0.129668,0.096394,0.348688
261,0.040074,1,0.202239,0.063188,0.039045,0.042103,0.061931,0.051527,0.07916,0.082395,0.050578,1.948369,0.617367,2.240181,1.519606,0.148698,0.087218,0.083853,0.355447
262,0.102849,1,0.240959,0.111441,0.032254,0.055158,0.022533,0.085526,0.057984,0.069974,0.007754,0.497625,0.314237,1.227791,1.875777,0.11719,0.155137,0.078972,0.35884
263,0.060424,1,0.154051,0.080412,0.015575,0.042137,0.024496,0.05592,0.119877,0.103088,0.026184,2.049,1.275994,1.725082,1.680276,0.145418,0.11416,0.09152,0.326964
264,0.034419,1,0.176926,0.102029,0.046475,0.090175,0.066266,0.094699,0.052903,0.061941,0.021794,3.220002,2.213581,4.240882,1.070669,0.104787,0.092531,0.036561,0.355883
265,0.057163,1,0.191054,0.100073,0.006676,0.103658,0.0157,0.101848,0.063791,0.101049,0.044906,3.031398,2.514258,3.954822,1.977813,0.096879,0.141302,0.074336,0.373682
266,0.078203,1,0.15604,0.11879,0.039346,0.05155,0.067476,0.125913,0.120918,0.041248,0.000149,4.113051,0.963689,2.38914,1.780535,0.118979,0.146804,0.048592,0.391722
267,0.07932,1,0.237903,0.079869,0.02014,0.075148,0.057395,0.099052,0.102923,0.087943,0.006178,1.288013,2.065808,0.837909,2.00663,0.123945,0.136662,0.082915,0.327656
268,0.086662,1,0.239938,0.067333,0.029126,0.048504,0.029883,0.121015,0.095111,0.075537,0.033818,1.235315,2.043489,3.649078,2.51671,0.103654,0.150789,0.04629,0.389461
269,0.04298,1,0.19564,0.138143,0.034673,0.064063,0.006451,0.049289,0.096348,0.080073,0.025414,3.640647,2.675133,3.777453,0.206331,0.113479,0.147031,0.060026,0.373841
270,0.112727,1,0.174631,0.082791,0.003745,0.06242,0.058702,0.087276,0.089439,0.067026,0.017378,2.456636,1.177298,2.14598,2.18715,0.152022,0.114118,0.030806,0.367626
271,0.075652,1,0.200464,0.125635,0.04333,0.039008,0.051492,0.097555,0.087237,0.080368,0.043618,3.119777,0.916143,3.796883,0.687278,0.118722,0.097572,0.036403,0.349085
272,0.050165,1,0.194998,0.061616,0.030293,0.060151,0.072056,0.060303,0.095627,0.058263,0.038604,1.338461,2.793593,4.279898,0.224571,0.087003,0.134243,0.051166,0.393545
273,0.092883,1,0.169932,0.122909,0.007257,0.062249,0.048527,0.107624,0.063369,0.107737,0.041227,1.060334,0.158773,3.052543,2.144443,0.119927,0.112633,0.062737,0.332391
274,0.065424,1,0.159713,0.093912,0.018729,0.083212,0.05619,0.118383,0.104585,0.071636,0.049792,2.09621,1.954461,0.864407,1.725607,0.107782,0.133777,0.055656,0.351517
275,0.093019,1,0.232295,0.133044,0.026987,0.063313,0.044158,0.121992,0.103545,0.103629,0.047085,1.309201,2.05906,3.117262,0.437917,0.087616,0.090038,0.08523,0.338086
276,0.064401,1,0.226536,0.088762,0.027687,0.06188,0.026079,0.108691,0.114984,0.107442,0.009743,4.242716,2.500893,1.103315,1.628261,0.099653,0.154634,0.088333,0.398047
277,0.097955,1,0.173928,0.0631,0.046648,0.046446,0.061968,0.097214,0.073477,0.031319,0.012188,4.13015,0.224047,1.489484,1.795012,0.134761,0.133642,0.044794,0.369526
278,0.09822,1,0.238682,0.085769,0.019358,0.091249,0.068543,0.070335,0.127335,0.085307,0.033877,3.800474,0.861565,1.185957,1.204509,0.162532,0.126541,0.098088,0.382282
279,0.062492,1,0.168306,0.095426,0.03285,0.032446,0.061032,0.091879,0.128119,0.101129,0.009963,2.554497,1.252181,3.910921,0.809982,0.092092,0.14109,0.063733,0.365746
280,0.089708,1,0.156517,0.122181,0.04687,0.067053,0.048035,0.097702,0.070857,0.10704,0.037871,2.174876,1.639362,3.147076,0.14445,0.102013,0.14532,0.058733,0.343465
281,0.100515,1,0.18174,0.128241,0.001351,0.034863,0.071122,0.079362,0.124816,0.103412,0.009587,0.526348,2.204172,3.150678,2.076323,0.139658,0.087043,0.040035,0.386967
282,0.074546,1,0.234213,0.067717,0.039597,0.088344,0.018041,0.089632,0.122789,0.032958,0.035488,2.805632,2.881909,1.745001,2.698638,0.126246,0.099975,0.064612,0.399702
283,0.043351,1,0.241833,0.071484,0.004813,0.097913,0.055455,0.054987,0.051494,0.063998,0.046656,3.398154,2.082359,2.889761,1.153327,0.130089,0.146716,0.083583,0.352171
284,0.077922,1,0.188787,0.118487,0.001826,0.054678,0.04133,0.10828,0.07062,0.086694,0.052073,3.061716,1.654015,1.785688,1.498169,0.126506,0.129857,0.065966,0.342891
285,0.029468,1,0.203296,0.098811,0.035255,0.061943,0.067864,0.081222,0.088213,0.074311,0.006132,1.078939,0.970262,1.262843,1.592007,0.111123,0.108048,0.062586,0.346192
286,0.049685,1,0.181525,0.121149,0.036213,0.111249,0.033114,0.052438,0.113837,0.096815,0.051417,1.553355,1.24009,3.192777,1.960684,0.128937,0.156827,0.052786,0.328508
287,0.104843,1,0.243048,0.126584,0.002385,0.091629,0.034053,0.103539,0.074884,0.031099,0.056915,0.912441,0.870185,3.128563,0.628984,0.088038,0.127582,0.068514,0.359859
288,0.041609,1,0.191563,0.136811,0.009537,0.088917,0.057906,0.052137,0.12821,0.093433,0.029543,0.529674,3.126151,1.58885,1.645128,0.105275,0.116308,0.087816,0.405171
289,0.109148,1,0.195207,0.077814,0.019483,0.112051,0.052957,0.065051,0.072042,0.062884,0.010336,3.421524,3.114116,4.599476,1.791962,0.156804,0.086231,0.076372,0.352265
290,0.099096,1,0.184108,0.115155,0.005333,0.09639,0.041017,0.05394,0.120412,0.049297,0.023326,0.532934,0.116039,1.098314,2.049063,0.114452,0.090324,0.058163,0.35278
291,0.103461,1,0.213761,0.117478,0.048293,0.046793,0.056668,0.082346,0.064251,0.0481,0.009135,2.238533,2.703472,2.062492,1.555249,0.135312,0.10564,0.027213,0.340893
292,0.107391,1,0.238281,0.053002,0.009128,0.051342,0.063782,0.073553,0.118818,0.10089,0.038775,3.84383,0.729457,2.374555,1.328933,0.096058,0.113078,0.080095,0.368162
